Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
BCL6 25482012 ChIP-Seq CML-JURL-MK1 Human	25/2000	0.03852190243984432	0.19838779756519825	0	0	1.5268559698939446	4.9722496834745495	CSF1R;PFKFB4;HDAC2;SEMA3B;GDPD5;NDRG1;LRRC1;MXI1;SH3BP5;IGF2BP2;HIST1H2AC;HPCAL1;SERPINB9;SYNJ2;GP6;TNFRSF1B;BMP1;BCL6;FAM153C;PSG6;HIST1H4H;PLEKHM2;MALAT1;ITGA5;BCAT2
MAF 26560356 Chip-Seq TH2 Human	25/2000	0.03852190243984432	0.19838779756519825	0	0	1.5268559698939446	4.9722496834745495	ERRFI1;ANKRD37;FLT1;SLC2A1;LIMD1;SLC7A1;MXI1;UBC;MAN1C1;SLC16A3;GPT2;HPCAL1;ATP11A;TNFRSF1B;UNC13D;AES;P4HA1;SFXN3;PLEKHM2;ITGA5;ANGPTL4;CALM1;PPP1R12C;PFKP;BCAT2
CTCF 27219007 Chip-Seq Bcells Human	25/2000	0.03852190243984432	0.19838779756519825	0	0	1.5268559698939446	4.9722496834745495	ERRFI1;SCARB1;HTRA4;SLC2A1;PRKCZ;FSTL3;MAN1C1;SLC16A3;EGLN3;GALNT2;INSR;ARHGEF16;AFAP1;ARID3A;CORO2A;TNFRSF1B;POU2F3;OBSCN;P4HA1;OAF;SFXN3;PLEKHM2;CALM1;PFKP;BCAT2
SMAD3 21741376 ChIP-Seq EPCs Human	21/1613	0.03896954131086751	0.1990345167778192	0	0	1.582480659878339	5.135110068538305	ERRFI1;COL27A1;MME;GALNT2;AFAP1;MTSS1L;SLC7A1;FGD4;SH3PXD2A;BASP1;PSG7;MXI1;NRIP1;SH3BP5;PLEKHM2;PHACTR2;FLNB;ANGPTL4;DLGAP2;SASH1;MFSD2A
FOXO3 23340844 ChIP-Seq DLD1 Human	11/695	0.039507347524491664	0.20012738336176925	0	0	1.9003411306042886	6.140512645694641	CSGALNACT1;NCOR2;SLC6A6;ERRFI1;HDAC2;LEP;PHACTR2;FLNB;TRAM2;SASH1;LRRC1
NFE2L2 22581777 ChIP-Seq LYMPHOBLASTOID Human	9/527	0.04011564574674259	0.20155665911777984	0	0	2.045637536491195	6.578747513647058	NCOR2;GALNT2;FAM120A;SH3BP5;SLC2A1;MALAT1;SYNJ2;DGKZ;PFKP
VDR 21846776 ChIP-Seq THP-1 Human	12/794	0.043429619392844114	0.2164476192320779	0	0	1.8152213626471383	5.693648006130154	NCOR2;SCARB1;GPT2;NRIP1;HPCAL1;SLC2A1;ARID3A;MALAT1;NEAT1;SLC16A3;DGKZ;CYP19A1
STAT3 23295773 ChIP-Seq U87 Human	36/3165	0.048298250219061464	0.23878654908303987	0	0	1.4022996549817692	4.249472707206973	IL1RAP;ATP2C2;HK2;SSFA2;LRRC1;INPP5B;FGD4;ALOX5;SH3BP5;MAN1C1;IGF2BP2;ATG7;SASH1;CSGALNACT1;RANBP2;WWTR1;BNIP3L;COL27A1;GALNT2;LIMCH1;DAPK1;ANXA4;PLCL2;CSNK2A2;MTUS1;RASSF8;HOPX;ADAMTS20;NCOR2;KIF2A;BCL6;CPS1;LEP;CALM1;DGKI;NEK11
DNAJC2 21179169 ChIP-ChIP NT2 Human	13/899	0.04875462837213773	0.23912984392048509	0	0	1.7369709367945825	5.24731128836048	GPT2;HPCAL1;NDRG1;DGKZ;FZR1;BMP1;BCL6;OAF;MXI1;IGF2BP2;FAM83D;ATG7;GPRC5C
AR 22383394 ChIP-Seq PROSTATE CANCER Human	23/1857	0.05050115849573223	0.24456051551548164	0	0	1.504322064703744	4.491543147279999	CSGALNACT1;WWTR1;ERRFI1;DAPK1;DIO2;PLEKHA5;IL1RAP;LIMD1;NDRG1;HOPX;LRRC1;FGD4;KIF2A;BASP1;LEP;NRIP1;FLNB;PLIN2;CALM1;PIK3AP1;ATG7;SASH1;DGKI
RELA 24523406 ChIP-Seq FIBROSARCOMA Human	16/1182	0.050653310656928234	0.24456051551548164	0	0	1.6310102588194164	4.864896970012928	SERPINE1;EBI3;DIO2;INHBA;TNFRSF1B;MID1;CYP19A1;UNC13D;FSTL3;SLC6A6;CCND3;ALOX5;PIK3AP1;PFKP;STRA6;ENG
TCF4 18268006 ChIP-ChIP LS174T Human	8/470	0.052171868633356586	0.2499396497318943	0	0	2.032270759543487	6.001726078173108	RANBP2;ERRFI1;MYCN;CPS1;GALNT2;ARHGEF16;ACOT11;LIMD1
TP53 18474530 ChIP-ChIP U2OS Human	12/827	0.05582504881985393	0.2545263409221962	0	0	1.7387036543078154	5.017086087963767	INPP5B;CSF1R;KIF2A;DAPK1;ALOX5;DIO2;PSG1;SLC2A1;MGAT3;TRAM2;DLGAP2;ADAMTS20
VDR 23401126 ChIP-Seq LCL-AND-THP1 Human	5/239	0.05700956048826022	0.2545263409221962	0	0	2.4919871794871793	7.138387728167184	NCOR2;GPT2;INSR;SFXN3;CYP19A1
NR0B1 18358816 ChIP-ChIP MESCs Mouse	21/1691	0.05896346504317585	0.2545263409221962	0	0	1.5021155058304443	4.252244547894197	ANKRD37;MME;MOCOS;MTUS1;DGKZ;CPLX1;POU2F3;TRAM2;AES;NCOR2;SLC6A6;PORCN;MYCN;SLC6A8;BASP1;UBC;MGAT3;GSE1;HMG20B;PFKP;BCAT2
NANOG 18692474 ChIP-Seq MEFs Mouse	24/1989	0.05906360885974038	0.2545263409221962	0	0	1.4641733695373738	4.1423518853001555	FLT1;MME;DAPK1;CSNK2A2;MOCOS;SLC2A1;ATP11A;SYNJ2;TNFRSF1B;CPLX1;POU2F3;NCOR2;SLC6A6;CCND3;PORCN;MYCN;BASP1;CYP11A1;MGAT3;HMG20B;CALM1;SASH1;PFKP;BCAT2
VDR 20736230 ChIP-Seq LYMPHOBLASTOID Human	8/483	0.0592962238658219	0.2545263409221962	0	0	1.975323763955343	5.580703766697434	LYN;TGFB1;SEMA3B;DIO2;HIST1H4H;PLEKHM2;SERPINB9;HIST1H2AC
TEAD4 22529382 ChIP-Seq TROPHECTODERM Mouse	27/2293	0.05957488600136234	0.2545263409221962	0	0	1.4331783723657643	4.042309938971101	GRAMD1B;FLT1;CYP19A1;TRAM2;LRRC1;FGD4;CCND3;SH3PXD2A;MXI1;NRIP1;MAN1C1;GSE1;PHACTR2;FLNB;DLGAP2;STRA6;CSGALNACT1;LYN;LIMCH1;INSR;PLCL2;PLEKHA5;AFAP1;HOPX;SLC6A6;BMP1;CPS1
ELK1 22589737 ChIP-Seq MCF10A Human	13/928	0.059723290289590975	0.2545263409221962	0	0	1.679344262295082	4.7324479064657865	CSGALNACT1;WWTR1;ERRFI1;SERPINE1;ACOT11;MTMR4;SLC7A1;CORO1C;ADAMTS20;LRRC1;TIMP2;FLNB;MALAT1
ERG 21242973 ChIP-ChIP JURKAT Human	6/321	0.060730253173311266	0.2545263409221962	0	0	2.225491873396065	6.23429998453595	HTRA4;MOCOS;NDRG1;GPRC5C;HK2;FSTL3
CEBPB 20176806 ChIP-Seq MACROPHAGES Mouse	24/2000	0.0621292656278847	0.2545263409221962	0	0	1.4551259408200419	4.04312291765685	LYN;EGLN3;COL27A1;ANXA4;RASSF8;ARID3A;SERPINB9;ATP11A;CORO2A;NEAT1;MTMR4;NDRG1;DGKZ;HK2;P4HA1;BCL6;MXI1;TIMP2;PLEKHM2;EPS8L1;MALAT1;ITGA5;SLC16A3;GPRC5C
TAL1 22897851 ChIP-Seq JUKARTE6-1 Human	24/2000	0.0621292656278847	0.2545263409221962	0	0	1.4551259408200419	4.04312291765685	BNIP3L;MME;DAPK1;GPT2;FLT4;PLCL2;AFAP1;SYNJ2;CORO2A;TNFRSF1B;NDRG1;DGKZ;PRKCZ;OBSCN;P4HA1;SH3BP5;MAN1C1;TRIM14;HIST1H4H;FLNB;PLIN2;CALM1;ATG7;NEK11
OCT4 19829295 ChIP-Seq ESCs Human	24/2000	0.0621292656278847	0.2545263409221962	0	0	1.4551259408200419	4.04312291765685	WWTR1;PFKFB4;PSG1;MTSS1L;SERPINB9;LIMD1;NDRG1;DGKZ;PRKCZ;CPLX1;AES;FSTL3;FZR1;MYCN;KIF2A;BCL6;FAM153C;PSG6;MXI1;TIMP2;FLNB;ITGA5;IGF2BP2;PPP1R12C
MYC 19829295 ChIP-Seq ESCs Human	24/2000	0.0621292656278847	0.2545263409221962	0	0	1.4551259408200419	4.04312291765685	WWTR1;CSF1R;HDAC2;COL27A1;MME;NGLY1;SEMA3B;PLEKHA5;ARID3A;PSG3;ATP2C2;CORO2A;ADAMTS20;LRRC1;FZR1;SH3PXD2A;LEP;UBC;NRIP1;TIMP2;TRIM14;ITGA5;PIK3AP1;PPP1R12C
GATA2 22383799 ChIP-Seq G1ME Mouse	24/2000	0.0621292656278847	0.2545263409221962	0	0	1.4551259408200419	4.04312291765685	LYN;RANBP2;CSF1R;PFKFB4;TGFB1;NGLY1;MOCOS;MTUS1;MTSS1L;NEAT1;DGKZ;UNC13D;FSTL3;DDB1;CCND3;SLC6A8;BCL6;ALOX5;MXI1;UBC;NRIP1;ITGA5;FAM83D;BCAT2
SMRT 22465074 ChIP-Seq MACROPHAGES Mouse	24/2000	0.0621292656278847	0.2545263409221962	0	0	1.4551259408200419	4.04312291765685	RANBP2;BNIP3L;CSF1R;HTRA4;MOCOS;HPCAL1;MTUS1;ARID3A;MTMR4;LIMD1;DGKZ;UNC13D;SLC6A8;P4HA1;BCL6;BASP1;UBC;TRIM14;GSE1;ANGPTL4;GPRC5C;PPP1R12C;PFKP;ENG
GATA3 24758297 ChIP-Seq MCF-7 Human	24/2000	0.0621292656278847	0.2545263409221962	0	0	1.4551259408200419	4.04312291765685	RANBP2;CSF1R;DAPK1;GPT2;SEMA3B;DIO2;AFAP1;SERPINB9;ATP2C2;NEAT1;MTMR4;NDRG1;CYP19A1;SLC7A1;LRRC1;CCND3;EBP;SH3BP5;SFXN3;MALAT1;QSOX1;CALM1;SASH1;MFSD2A
UBF1/2 26484160 Chip-Seq HMECs Human	24/2000	0.0621292656278847	0.2545263409221962	0	0	1.4551259408200419	4.04312291765685	TFAP2A;WWTR1;ERRFI1;PFKFB4;GALNT2;FLT4;RASSF8;SERPINB9;INHBA;NEAT1;LIMD1;SLC7A1;HK2;SSFA2;BCL6;SH3PXD2A;MXI1;UBC;HIST1H4H;PLEKHM2;FLNB;MALAT1;QSOX1;GPRC5C
KLF6 26769127 Chip-Seq PDAC-Cell line Human	24/2000	0.0621292656278847	0.2545263409221962	0	0	1.4551259408200419	4.04312291765685	TFAP2A;ERRFI1;LIMCH1;ARHGEF16;HPCAL1;SLC2A1;AFAP1;RASSF8;LIMD1;DGKZ;P4HA1;SH3PXD2A;ALOX5;MXI1;UBC;PLEKHM2;IGF2BP2;CALM1;PIK3AP1;SLC16A3;GPRC5C;PFKP;STRA6;MFSD2A
KAP1 27257070 Chip-Seq ESCs Mouse	24/2000	0.0621292656278847	0.2545263409221962	0	0	1.4551259408200419	4.04312291765685	WWTR1;TGFB1;MME;GPT2;SERPINE1;SLC2A1;RASSF8;SYNJ2;NEAT1;UNC13D;HK2;CORO1C;PORCN;MYCN;FAM120A;GSE1;HMG20B;FLNB;MALAT1;QSOX1;ITGA5;CALM1;GPRC5C;BCAT2
BCL6 27268052 Chip-Seq Bcells Human	24/2000	0.0621292656278847	0.2545263409221962	0	0	1.4551259408200419	4.04312291765685	CSF1R;FLT1;SEMA3B;HPCAL1;SERPINB9;NEAT1;DGKZ;UNC13D;DDB1;SLC6A6;FZR1;BMP1;BCL6;PSG4;LEP;MXI1;SFXN3;PAEP;ITGA5;RDH13;PLAC4;PPP1R12C;HIST1H2AC;ENG
RING1B 27294783 Chip-Seq ESCs Mouse	24/2000	0.0621292656278847	0.2545263409221962	0	0	1.4551259408200419	4.04312291765685	EGLN3;HDAC2;TGFB1;COL27A1;FLT1;DAPK1;FLT4;HPCAL1;SLC2A1;MTSS1L;ARID3A;INHBA;NEAT1;NDRG1;MYCN;OBSCN;P4HA1;CYP11A1;MXI1;HIST1H4H;GSE1;SLC16A3;GPRC5C;MFSD2A
ZFP281 27345836 Chip-Seq ESCs Mouse	24/2000	0.0621292656278847	0.2545263409221962	0	0	1.4551259408200419	4.04312291765685	RANBP2;COL27A1;MME;SERPINE1;ARID3A;ATP2C2;NEAT1;NDRG1;SLC7A1;AES;NCOR2;CCND3;MYCN;OBSCN;BCL6;CYP11A1;MXI1;GSE1;QSOX1;PLIN2;ITGA5;SLC16A3;GPRC5C;SASH1
EWS-FLI1 20517297 ChIP-Seq SK-N-MC Human	9/574	0.06219009300849778	0.2545263409221962	0	0	1.8709043816101878	5.196548366541115	INPP5B;COL27A1;BCL6;BASP1;MTUS1;ATP11A;ANGPTL4;FAM83D;NDRG1
SMARCA4 23332759 ChIP-Seq OLIGODENDROCYTES Mouse	29/2522	0.06612406710051207	0.26884653597445035	0	0	1.4002707581227436	3.8034469351378406	HDAC2;IL1RAP;LIMD1;PRKCZ;SSFA2;CORO1C;LRRC1;BASP1;ALOX5;NRIP1;PHACTR2;ATG7;CSGALNACT1;EGLN3;MME;LIMCH1;DAPK1;GPT2;DIO2;HPCAL1;MTUS1;SLC6A6;MYCN;BCL6;PLIN2;PIK3AP1;DGKI;PFKP;NEK11
MEF2A 21415370 ChIP-Seq HL-1 Mouse	14/1048	0.07085172556310287	0.28421970162924914	0	0	1.6003187231609552	4.236309245872567	GALNT2;AFAP1;TRAM2;SLC7A1;HK2;SLC6A6;BCL6;MXI1;HIST1H4H;GSE1;IGF2BP2;CALM1;SLC16A3;ATG7
RCOR3 21632747 ChIP-Seq MESCs Mouse	32/2851	0.07119882428435699	0.28421970162924914	0	0	1.3692698230598346	3.6179928626021813	ERRFI1;SCARB1;ANKRD37;HDAC2;SLC2A1;PRKCZ;SLC7A1;CCND3;BASP1;MAN1C1;MGAT3;HMG20B;FLNB;RDH13;IGF2BP2;FAM83D;SLC16A3;DLGAP2;SASH1;EGLN3;ANXA4;ARID3A;TNFRSF1B;DGKZ;AES;SLC6A6;MYCN;P4HA1;HIST1H4H;CALM1;PIK3AP1;PPP1R12C
YY1 22570637 ChIP-Seq MALME-3M Human	14/1049	0.07128487662222267	0.28421970162924914	0	0	1.598687448728466	4.222247191824304	COL27A1;DAPK1;HTRA4;SEMA3B;PLEKHA5;UNC13D;FZR1;LEP;PSG6;SFXN3;MAN1C1;PHACTR2;RDH13;HIST1H2AC
CEBPD 21427703 ChIP-Seq 3T3-L1 Mouse	21/1735	0.07301469399513295	0.28925051851918054	0	0	1.4600081373211324	3.820979369046786	CSGALNACT1;ERRFI1;HDAC2;FLT1;DAPK1;PLCL2;NGLY1;ACOT11;DIO2;IL1RAP;INHBA;NEAT1;HK2;BCL6;BASP1;UBC;SH3BP5;MALAT1;IGF2BP2;SASH1;DGKI
CNOT3 19339689 ChIP-ChIP MESCs Mouse	19/1547	0.07678915547903715	0.30074633179172305	0	0	1.4775319575712247	3.7923692387823	RANBP2;ANKRD37;COL27A1;MOCOS;MTUS1;SLC2A1;MTMR4;DGKZ;PRKCZ;SLC7A1;ADAMTS20;FZR1;BMP1;MGAT3;GSE1;CALM1;SLC16A3;GPRC5C;HIST1H2AC
SOX17 20123909 ChIP-Seq XEN Mouse	23/1947	0.07688983887231754	0.30074633179172305	0	0	1.4267810117810118	3.660237677094547	COL27A1;MME;DAPK1;INSR;ANXA4;MTUS1;SLC2A1;GDPD5;POU2F3;HK2;SSFA2;LRRC1;PORCN;MYCN;KIF2A;P4HA1;HIST1H4H;CALM1;ATG7;GPRC5C;SASH1;BCAT2;STRA6
PPARD 23176727 ChIP-Seq KERATINOCYTES Mouse	4/194	0.08814136448648476	0.34089634297555643	0	0	2.4462161320460916	5.941402371073382	ARHGEF16;MTUS1;SH3BP5;PLIN2
ISL1 27105846 Chip-Seq CPCs Mouse	19/1576	0.08825795287393047	0.34089634297555643	0	0	1.4477141355754073	3.5143137146407697	WWTR1;GRAMD1B;HDAC2;FLT1;LIMCH1;INSR;ARHGEF16;ACOT11;AFAP1;GDPD5;TRAM2;CPS1;SH3PXD2A;OAF;UBC;NRIP1;CALM1;SLC16A3;ATG7
JUN 21703547 ChIP-Seq K562 Human	19/1585	0.0920352108911415	0.34293482683853	0	0	1.4386848783400508	3.4321036959773337	DAPK1;PLCL2;SERPINE1;MOCOS;HPCAL1;INHBA;GP6;CPLX1;INPP5B;SLC6A8;BCL6;BASP1;LEP;FAM120A;MXI1;EPS8L1;RDH13;PLAC4;PFKP
RUNX1 17652178 ChIP-ChIP JURKAT Human	13/1003	0.09545186103721348	0.34293482683853	0	0	1.545965909090909	3.6316798917986843	CLIC3;FLT1;DAPK1;SERPINE1;HPCAL1;MTMR4;HK2;LRRC1;UBC;HIST1H4H;DLGAP2;HIST1H2AC;NEK11
PU.1 20176806 ChIP-Seq MACROPHAGES Mouse	23/2000	0.09623472375327004	0.34293482683853	0	0	1.3844208396560445	3.2408807761239515	LYN;PFKFB4;ANXA4;RASSF8;ARID3A;SERPINB9;ATP11A;CORO2A;NEAT1;MTMR4;NDRG1;DGKZ;PRKCZ;SSFA2;INPP5B;P4HA1;MXI1;TIMP2;EPS8L1;RDH13;ANGPTL4;GPRC5C;SASH1
FOXM1 26456572 ChIP-Seq MCF-7 Human	23/2000	0.09623472375327004	0.34293482683853	0	0	1.3844208396560445	3.2408807761239515	TFAP2A;LYN;EGLN3;HDAC2;MME;LIMCH1;DAPK1;SEMA3B;DIO2;SLC2A1;AFAP1;RASSF8;ATP2C2;HOPX;FZR1;BCL6;BASP1;LEP;NRIP1;QSOX1;FAM83D;SASH1;DGKI
GATA1 22383799 ChIP-Seq G1ME Mouse	23/2000	0.09623472375327004	0.34293482683853	0	0	1.3844208396560445	3.2408807761239515	LYN;SCARB1;GALNT2;DAPK1;SERPINE1;IL1RAP;ATP2C2;SYNJ2;NEAT1;GDPD5;DGKZ;SSFA2;FSTL3;CCND3;MYCN;MXI1;GSE1;HMG20B;MALAT1;ITGA5;CALM1;PPP1R12C;BCAT2
TBL1 22424771 ChIP-Seq 293T Human	23/2000	0.09623472375327004	0.34293482683853	0	0	1.3844208396560445	3.2408807761239515	GRAMD1B;ERRFI1;FLT1;GALNT2;ARHGEF16;ACOT11;SLC2A1;RASSF8;TNFRSF1B;PRKCZ;ADAMTS20;INPP5B;NCOR2;FGD4;OBSCN;SH3PXD2A;ALOX5;MXI1;MAN1C1;PLEKHM2;QSOX1;PFKP;MFSD2A
MAF 26560356 Chip-Seq TH1 Human	23/2000	0.09623472375327004	0.34293482683853	0	0	1.3844208396560445	3.2408807761239515	PFKFB4;TGFB1;SEMA3B;SLC2A1;NEAT1;MTMR4;TNFRSF1B;GDPD5;CPLX1;UNC13D;AES;INPP5B;OBSCN;P4HA1;FAM153C;MXI1;UBC;SFXN3;MAN1C1;PLEKHM2;MALAT1;CALM1;SLC16A3
KDM2B 26808549 Chip-Seq SIL-ALL Human	23/2000	0.09623472375327004	0.34293482683853	0	0	1.3844208396560445	3.2408807761239515	BNIP3L;TGFB1;GALNT2;ACOT11;HPCAL1;PLEKHA5;SLC2A1;MTSS1L;ARID3A;NEAT1;TNFRSF1B;DGKZ;HK2;FSTL3;INPP5B;BCL6;CYP11A1;MXI1;UBC;MAN1C1;CALM1;PFKP;BCAT2
BRD4 27068464 Chip-Seq AML-cells Mouse	23/2000	0.09623472375327004	0.34293482683853	0	0	1.3844208396560445	3.2408807761239515	RANBP2;EGLN3;TGFB1;HPCAL1;ARID3A;INHBA;LIMD1;TRAM2;HOPX;CORO1C;AES;SLC6A6;FZR1;TRIM14;HIST1H4H;PLEKHM2;HMG20B;CALM1;PIK3AP1;SLC16A3;HIST1H2AC;PFKP;BCAT2
ATF3 27146783 Chip-Seq COLON Human	23/2000	0.09623472375327004	0.34293482683853	0	0	1.3844208396560445	3.2408807761239515	BNIP3L;ERRFI1;GPT2;EBI3;SEMA3B;ATP2C2;NEAT1;NDRG1;DGKZ;SLC7A1;CORO1C;OBSCN;MXI1;UBC;FLNB;ITGA5;ANGPTL4;IGF2BP2;CALM1;SLC16A3;ATG7;GPRC5C;STRA6
E2A 27217539 Chip-Seq RAMOS-Cell line Human	23/2000	0.09623472375327004	0.34293482683853	0	0	1.3844208396560445	3.2408807761239515	LYN;SCARB1;MME;PLCL2;HTRA4;HPCAL1;SLC2A1;ARID3A;SERPINB9;LIMD1;CPLX1;TRAM2;LRRC1;AES;FGD4;ALOX5;UBC;MGAT3;PAEP;MALAT1;CALM1;PIK3AP1;PPP1R12C
SMRT 27268052 Chip-Seq Bcells Human	23/2000	0.09623472375327004	0.34293482683853	0	0	1.3844208396560445	3.2408807761239515	GRAMD1B;GALNT2;INSR;PLCL2;HPCAL1;PSG3;SERPINB9;CORO2A;GP6;LIMD1;SLC7A1;FGD4;OBSCN;SH3PXD2A;BASP1;MXI1;FLNB;CALM1;PIK3AP1;ATG7;SASH1;HIST1H2AC;NEK11
RUNX1 27514584 Chip-Seq MCF-7 Human	23/2000	0.09623472375327004	0.34293482683853	0	0	1.3844208396560445	3.2408807761239515	TFAP2A;LYN;SCARB1;SEMA3B;NEAT1;MTMR4;DGKZ;HK2;NCOR2;FZR1;BASP1;LEP;ALOX5;UBC;NRIP1;SH3BP5;TRIM14;MALAT1;QSOX1;CALM1;GPRC5C;PFKP;MFSD2A
SALL4 18804426 ChIP-ChIP XEN Mouse	13/1005	0.09655446580890649	0.34293482683853	0	0	1.5426852318548387	3.6062550736105234	BNIP3L;COL27A1;NGLY1;SLC2A1;TNFRSF1B;TRAM2;HK2;FGD4;MYCN;P4HA1;SASH1;BCAT2;STRA6
RNF2 18974828 ChIP-Seq MESCs Mouse	16/1302	0.09895927201766061	0.347481989243831	0	0	1.4693068914621945	3.3985757611038823	LYN;GRAMD1B;EGLN3;TGFB1;COL27A1;FLT1;HTRA4;ATP11A;GDPD5;CYP19A1;BMP1;SH3PXD2A;MXI1;IGF2BP2;GPRC5C;DLGAP2
EZH2 18974828 ChIP-Seq MESCs Mouse	16/1302	0.09895927201766061	0.347481989243831	0	0	1.4693068914621945	3.3985757611038823	LYN;GRAMD1B;EGLN3;TGFB1;COL27A1;FLT1;HTRA4;ATP11A;GDPD5;CYP19A1;BMP1;SH3PXD2A;MXI1;IGF2BP2;GPRC5C;DLGAP2
PPARG 20176806 ChIP-Seq 3T3-L1 Mouse	21/1807	0.10068103651421602	0.35153039867675423	0	0	1.3955803913479106	3.203970411205307	EGLN3;GALNT2;LIMCH1;DAPK1;ARHGEF16;AFAP1;NEAT1;NDRG1;POU2F3;SLC7A1;ADAMTS20;NCOR2;SLC6A6;BCL6;LEP;MXI1;NRIP1;TIMP2;PIK3AP1;ATG7;DGKI
SMARCA4 20176728 ChIP-ChIP TSCs Mouse	14/1118	0.10547968579630977	0.3662159877647159	0	0	1.4932663385288487	3.358709744622221	RANBP2;BNIP3L;CSF1R;FLT1;DAPK1;SLC2A1;MID1;CORO1C;LRRC1;UBC;HIST1H4H;GSE1;SASH1;ENG
REST 21632747 ChIP-Seq MESCs Mouse	26/2339	0.10785556954829499	0.37237286022819166	0	0	1.3392625532703353	2.9824871702180693	SCARB1;HK2;CORO1C;BASP1;MGAT3;GSE1;EPS8L1;FAM83D;DLGAP2;WWTR1;EGLN3;DAPK1;ANXA4;ARHGEF16;ACOT11;MTUS1;MTSS1L;DGKZ;HOPX;MYCN;OBSCN;OAF;SFXN3;CALM1;PIK3AP1;NEK11
RXR 22108803 ChIP-Seq LS180 Human	8/555	0.10950333448049437	0.37596144838303064	0	0	1.708935793030857	3.7798246626439616	EGLN3;SH3PXD2A;PSG7;DIO2;PLEKHM2;PLIN2;TRAM2;SASH1
ARNT 22903824 ChIP-Seq MCF-7 Human	13/1029	0.11039878227855682	0.3769416986085531	0	0	1.5043245570866142	3.3150140998575575	TFAP2A;SEMA3B;RASSF8;ATP11A;SYNJ2;POU2F3;BCL6;BASP1;FAM153C;PSG6;UBC;NRIP1;GPRC5C
SPI1 23547873 ChIP-Seq NB4 Human	34/3198	0.11373019865982095	0.3850862613633329	0	0	1.2881927075280357	2.8004360244241515	CSF1R;SCARB1;HDAC2;NGLY1;EBI3;MTMR4;GDPD5;HK2;SSFA2;CORO1C;ALOX5;UBC;PCED1B;MAN1C1;EPS8L1;QSOX1;SLC16A3;ATG7;STRA6;LYN;RANBP2;BNIP3L;ANXA4;RASSF8;NEAT1;TNFRSF1B;DGKZ;HOPX;NCOR2;SLC6A6;BMP1;SFXN3;PIK3AP1;PPP1R12C
GF1 26923725 Chip-Seq HPCs Mouse	17/1432	0.11441520109405644	0.3850862613633329	0	0	1.417975899247984	3.0740602004790536	SCARB1;FLT1;GALNT2;SYNJ2;NEAT1;NDRG1;SLC7A1;HK2;CORO1C;SLC6A6;BCL6;SH3PXD2A;MXI1;ATG7;HIST1H2AC;DGKI;PFKP
TDRD3 21172665 ChIP-Seq MCF-7 Human	9/655	0.11574306701738626	0.3850862613633329	0	0	1.6294363059729668	3.5136879089737767	EGLN3;GPT2;PSG7;DIO2;TIMP2;HIST1H4H;CALM1;CPLX1;HIST1H2AC
TCF3/E2A 22897851 ChIP-Seq JUKARTE6-1 Human	22/1946	0.11685507794462324	0.3850862613633329	0	0	1.3557089947818424	2.910464217216097	BNIP3L;ERRFI1;FLT1;GALNT2;PLCL2;DIO2;HPCAL1;MTSS1L;NDRG1;DGKZ;PRKCZ;CPLX1;ADAMTS20;LRRC1;FGD4;OBSCN;FLNB;QSOX1;CALM1;DLGAP2;PFKP;NEK11
AR 21909140 ChIP-Seq LNCAP Human	5/298	0.1170714614525471	0.3850862613633329	0	0	1.9841947017714936	4.2560395956005355	ERRFI1;P4HA1;SH3PXD2A;NDRG1;SASH1
EGR1 19374776 ChIP-ChIP THP-1 Human	2/68	0.11720727208394388	0.3850862613633329	0	0	3.5018607123870282	7.507328759776381	HDAC2;DAPK1
RUNX2 22187159 ChIP-Seq PCA Human	36/3423	0.11768737819387948	0.3850862613633329	0	0	1.2754650132860939	2.729142472000555	FLT1;LIMD1;NDRG1;CPLX1;TRAM2;SLC7A1;HK2;LRRC1;FGD4;BASP1;NRIP1;MS4A15;MAN1C1;FLNB;DLGAP2;SASH1;TFAP2A;DAPK1;INSR;PLCL2;MTUS1;AFAP1;ATP11A;INHBA;MID1;HOPX;DDB1;SLC6A6;MYCN;BCL6;FAM153C;PSG7;PSG6;ANGPTL4;CALM1;PFKP
EKLF 21900194 ChIP-Seq ERYTHROCYTE Mouse	15/1239	0.11815686922514788	0.3850862613633329	0	0	1.4428983618763962	3.0816588311179585	SCARB1;HDAC2;TGFB1;GALNT2;ACOT11;SLC2A1;DGKZ;SLC7A1;CORO1C;AES;FZR1;MXI1;SLC16A3;HIST1H2AC;BCAT2
EOMES 20176728 ChIP-ChIP TSCs Mouse	20/1744	0.11839221627675284	0.3850862613633329	0	0	1.372624842667152	2.9288414145278385	LYN;CSF1R;ANKRD37;DAPK1;SLC2A1;MID1;SLC7A1;HK2;CORO1C;LRRC1;FSTL3;DDB1;MYCN;BMP1;UBC;SFXN3;MAN1C1;HIST1H4H;DLGAP2;ENG
POU5F1 18700969 ChIP-ChIP MESCs Mouse	8/567	0.11963059806978477	0.38641122585888094	0	0	1.6712094107442945	3.5485568761479174	LYN;WWTR1;MXI1;SLC2A1;CORO2A;GPRC5C;HK2;PFKP
RUNX1 26923725 Chip-Seq MACROPHAGESS Mouse	2/69	0.12005008958722514	0.38641122585888094	0	0	3.4494195688225537	7.312238999895576	EGLN3;GALNT2
